aids_report_number,local_event_date,event_city,event_state,event_airport,event_type,aircraft_damage,flight_phase,aircraft_make,aircraft_model,aircraft_series,operator,primary_flight_type,flight_conduct_code,flight_plan_filed_code,aircraft_registration_nbr,total_fatalities,total_injuries,aircraft_engine_make,aircraft_engine_model,engine_group_code,nbr_of_engines,pic_certificate_type,pic_flight_time_total_hrs,pic_flight_time_total_make-model,NULL,NULL
19980109005769I,09-JAN-98,BURBANK,CA,BOB HOPE,INCIDENT,NULL,UNKNOWN,BOEING,737,300,SOUTHWEST AIRLINES CO,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,610SW,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,NULL,NULL,NULL,NULL
19980109011939I,09-JAN-98,HOUSTON,TX,GEORGE BUSH INTERCONTINENTAL/HOUSTON,INCIDENT,MINOR,CLIMB,BOEING,727,200,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,2809W,0,0,PWA   ,JT8D15       ,JT8   ,3,AIRLINE TRANSPORT,16000,416,190,190
19980110000169I,10-JAN-98,MEKORYUK,AK,MEKORYUK,INCIDENT,SUBSTANTIAL,ROLL-OUT (FIXED WING),LOCKHEED,L-382,L-382-G,SOUTHERN AIR TRANSPORT INC,ALL CARGO CARRIERS,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,909SJ,0,0,NULL,NULL,NULL,4,AIRLINE TRANSPORT,13500,NULL,NULL,NULL
19980110001829I,10-JAN-98,WALLA WALLA,WA,WALLA WALLA RGNL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,BEECH,BE-36,BE-36-A36TC,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,3822K,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,2228,1505,NULL,NULL
19980110004389I,10-JAN-98,PHILADELPHIA,PA,NORTHEAST PHILADELPHIA,INCIDENT,MINOR,FCD/PREC LDG FROM CRUISE,CESSNA,CE-310,CE-310-Q,NULL,INDUSTRIAL/SPECIAL,GENERAL OPERATING RULES,NONE,69622,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,3791,2320,NULL,NULL
19980110045809I,10-JAN-98,SAN FRANCISCO,CA,SAN FRANCISCO INTL,INCIDENT,MINOR,TAKEOFF GROUND ROLL,AIRBUS,A320,230,LINEAS AEREAS COSTARRICENSES S A,SCHEDULED AIR CARRIER,FOREIGN AIR CARRIER,INSTRUMENT FLIGHT RULES,981LR,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
19980111003289I,11-JAN-98,BEASLEY,TX,NULL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),PIPER,PA-25,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,6462Z,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,72,70,NULL,NULL
19980111004579I,11-JAN-98,HAMPTON,VA,LANGLEY AFB,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-28R,PA-28R-200,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,1425T,0,0,NULL,NULL,NULL,1,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,1440,NULL,NULL,NULL
19980111005849I,11-JAN-98,LOMPOC,CA,LOMPOC,INCIDENT,MINOR,TO ABORTED (FIXED WING),CESSNA,CE-210,CE-210-B,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,9648X,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,NULL,NULL,NULL,NULL
19980112000279I,12-JAN-98,NEW ORLEANS,LA,LAKEFRONT,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-206,CE-206-U206G,NULL,EXECUTIVE,GENERAL OPERATING RULES,NONE,206BK,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,6700,4000,NULL,NULL
19980112001089I,12-JAN-98,LONG BEACH,CA,LONG BEACH /DAUGHERTY FIELD/,INCIDENT,MINOR,HOVERING,HUGHES,HU-500,HU-500-N,NULL,INDUSTRIAL/SPECIAL,GENERAL OPERATING RULES,NONE,952SD,0,0,NULL,NULL,NULL,1,AIRLINE TRANSPORT,4000,2500,NULL,NULL
19980112001419I,12-JAN-98,LITTLE ROCK,AR,ADAMS FIELD,INCIDENT,NULL,"GROUND TAXI, OTHER AIRPLANE",CESSNA,CITATION 550 II,NULL,NULL,EXECUTIVE,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,550KE,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,NULL,NULL,NULL,NULL
19980112004919I,12-JAN-98,MONONGAHELA,PA,ROSTRAVER,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CE-172,CE-172-N,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,737QP,0,0,LYC   ,O320H2AD     ,O320  ,1,PRIVATE PILOT,175,80,NULL,NULL
19980112020379I,12-JAN-98,GOSHEN,IN,NULL,INCIDENT,NULL,NORMAL CRUISE,BOEING,737,200,VANGUARD AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,209US,0,0,PWA   ,JT8D17A      ,JT8   ,2,AIRLINE TRANSPORT,NULL,NULL,NULL,NULL
19980113000899I,13-JAN-98,READING,PA,READING RGNL/CARL A SPAATZ FIELD,INCIDENT,MINOR,FINAL APPROACH,CESSNA,CE-310,CE-310-R,NULL,EXECUTIVE,GENERAL OPERATING RULES,UNKNOWN,1545G,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,5600,3100,NULL,NULL
19980113002009I,13-JAN-98,PALO ALTO,CA,PALO ALTO ARPT OF SANTA CLARA CO,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,DIAMOND,DIAMOND-20,DIAMOND-20-A1,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,104KS,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,450,5,NULL,NULL
19980113003499I,13-JAN-98,HUNTSVILLE,AL,HUNTSVILLE INTL-CARL T JONES FIELD,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,MOONEY,M-20,M-20-E,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,5773Q,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,NULL,NULL,NULL,NULL
