aids_report_number,local_event_date,event_city,event_state,event_airport,event_type,aircraft_damage,flight_phase,aircraft_make,aircraft_model,aircraft_series,operator,primary_flight_type,flight_conduct_code,flight_plan_filed_code,aircraft_registration_nbr,total_fatalities,total_injuries,aircraft_engine_make,aircraft_engine_model,engine_group_code,nbr_of_engines,pic_certificate_type,pic_flight_time_total_hrs,pic_flight_time_total_make-model,NULL,NULL
19840101002639I,01-JAN-84,YUCCA VALLEY,CA,YUCCA VALLEY,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CE-172,CE-172-N,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,7598D,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,70,9,9,9
19840101002649I,01-JAN-84,EUTAW,AL,TUSCALOOSA RGNL,INCIDENT,NULL,PARACHUTE JUMPING,CESSNA,CE-182,NULL,NULL,OTHER,PARACHUTE JUMPING,NONE,3112U,1,0,NULL,NULL,NULL,1,PRIVATE PILOT,250,40,0,0
19840101002659I,01-JAN-84,COLORADO SPRINGS,CO,CITY OF COLORADO SPRINGS MUNI,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,BEECH,BE-95,BE-95-B55,NULL,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,8104R,0,0,NULL,NULL,NULL,2,PRIVATE PILOT,1058,410,39,39
19840101008009I,01-JAN-84,REFUGIO,TX,CORPUS CHRISTI INTL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CE-172,CE-172-N,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,1464E,0,0,NULL,NULL,NULL,1,STUDENT,32,9,3,3
19840101008019I,01-JAN-84,GRIFFIN,GA,HARTSFIELD - JACKSON ATLANTA INTL,INCIDENT,SUBSTANTIAL,FINAL APPROACH,CESSNA,CE-172,CE-172-M,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,12701,0,0,LYC   ,O320E2D      ,O320  ,1,PRIVATE PILOT,150,50,12,12
19840102002669I,02-JAN-84,SAN JOSE,CA,NORMAN Y. MINETA SAN JOSE INTL,INCIDENT,NULL,NORMAL CRUISE,GULFSTREAM AEROSPACE,GULFSTREAM I,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,925WL,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,9500,1100,50,50
19840102002679I,02-JAN-84,DALLAS,TX,DALLAS LOVE FIELD,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",MCDONNELL-DOUGLAS-BOEING,MD-80,80,TRANSTAR AIRLINES CORP,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,930MC,0,0,NULL,NULL,NULL,NULL,AIRLINE TRANSPORT,4700,4500,216,216
19840102008029I,02-JAN-84,MIAMI,FL,KENDALL-TAMIAMI EXECUTIVE,INCIDENT,NULL,ROLL-OUT (FIXED WING),MOONEY,M-20,M-20-E,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,5749Q,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,886,790,51,51
19840102008039I,02-JAN-84,MARIETTA,GA,RICHARD B RUSSELL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),AIRCAMPER,AIR CAM,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,67150,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,60,1,1,1
19840102015299I,02-JAN-84,MESA,AZ,PHOENIX SKY HARBOR INTL,INCIDENT,NULL,LEVEL OFF TOUCHDOWN,CESSNA,CE-172,CE-172-M,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,38CF ,0,0,LYC   ,O320E2D      ,O320  ,1,PRIVATE PILOT,358,90,15,15
