aids_report_number,local_event_date,event_city,event_state,event_airport,event_type,aircraft_damage,flight_phase,aircraft_make,aircraft_model,aircraft_series,operator,primary_flight_type,flight_conduct_code,flight_plan_filed_code,aircraft_registration_nbr,total_fatalities,total_injuries,aircraft_engine_make,aircraft_engine_model,engine_group_code,nbr_of_engines,pic_certificate_type,pic_flight_time_total_hrs,pic_flight_time_total_make-model,NULL,NULL
19860101002979I,01-JAN-86,WICHITA,KS,BEECH FACTORY,INCIDENT,MINOR,SIMULATED FORCED LANDING/TAKEOFF CLIMB,BEECH,BE-36,BE-36-A36,NULL,INSTRUCTION,GENERAL OPERATING RULES,NONE,6136U,0,0,NULL,NULL,NULL,1,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,4753,1512,30,30
19860101002999I,01-JAN-86,ATLANTA,TX,ATLANTA MUNI,INCIDENT,NULL,PARACHUTE JUMPING,CESSNA,CE-172,NULL,NULL,OTHER,PARACHUTE JUMPING,NONE,8715B,0,1,NULL,NULL,NULL,1,PRIVATE PILOT,410,200,15,15
19860101003029I,01-JAN-86,TULSA,OK,TULSA INTL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,MOONEY,M-20,M-20-C,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,1382W,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,6400,8,8,8
19860101004409I,01-JAN-86,PERRIS,CA,SKYLARK FIELD,INCIDENT,NULL,PARACHUTE JUMPING,DE HAVILLAND-BOMBARDIER,DHC-6 TWIN OTTER,NULL,NULL,OTHER,PARACHUTE JUMPING,UNKNOWN,951SM,0,0,NULL,NULL,NULL,NULL,UNKNOWN/FOREIGN,NULL,NULL,NULL,NULL
19860101006249I,01-JAN-86,WADSWORTH,OH,WADSWORTH MUNI,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-38,PA-38-112,WINGS INC,INSTRUCTION,PILOT SCHOOLS,NONE,25743,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,651,176,19,19
19860101007879I,01-JAN-86,SAINT SIMONS ISLAND,GA,MALCOLM MC KINNON,INCIDENT,NULL,FORCED LANDING,PIPER,PA-28,PA-28-180,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,6337J,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,0,0,0,0
19860101039349I,01-JAN-86,FORT LAUDERDALE,FL,FORT LAUDERDALE EXECUTIVE,INCIDENT,MINOR,FORCED/PRECAUTIONARY LANDING,CESSNA,CE-402,CE-402-C,TRANS AIR CHARTER INC,INSTRUCTION,GENERAL OPERATING RULES,NONE,2404U,0,0,CONT  ,TSIO520VB    ,O520  ,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,4265,3,3,3
19860102002919I,02-JAN-86,LINCOLN,NE,LINCOLN MUNI,INCIDENT,NULL,TO INITIAL CLIMB (1ST POWER REDUCTION),BOEING,737,200,AMERICA WEST AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,149AW,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,6000,1500,190,190
19860102002969I,02-JAN-86,ANCHORAGE,AK,TED STEVENS ANCHORAGE INTL,INCIDENT,NULL,NORMAL CRUISE,RAYTHEON,1900,C-1,ARCTIC TRANSPORTATION SERVICES INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,7214R,0,0,PWA   ,PT6A65B      ,PT6   ,2,AIRLINE TRANSPORT,9800,1800,400,400
19860102003099I,02-JAN-86,TROY,MI,METROPOLITAN OAKLAND INTL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CE-172,CE-172-N,NULL,INSTRUCTION,GENERAL OPERATING RULES,NONE,9926Q,0,0,NULL,NULL,NULL,1,STUDENT,59,12,12,12
