aids_report_number,local_event_date,event_city,event_state,event_airport,event_type,aircraft_damage,flight_phase,aircraft_make,aircraft_model,aircraft_series,operator,primary_flight_type,flight_conduct_code,flight_plan_filed_code,aircraft_registration_nbr,total_fatalities,total_injuries,aircraft_engine_make,aircraft_engine_model,engine_group_code,nbr_of_engines,pic_certificate_type,pic_flight_time_total_hrs,pic_flight_time_total_make-model,NULL,NULL
20060101000109I,01-JAN-06,HARRISONVILLE,MO,LAWRENCE SMITH MEMORIAL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),PIPER,PA-28,PA-28-180,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,8163W,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,400,320,NULL,NULL
20060101000149I,01-JAN-06,GASTONIA,NC,GASTONIA MUNI,INCIDENT,MINOR,FORCED/PRECAUTIONARY LANDING,NULL,NULL,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,256RR,0,0,NULL,NULL,NULL,NULL,PRIVATE PILOT,166,0,NULL,NULL
20060101000469I,01-JAN-06,EAGLE,CO,EAGLE COUNTY RGNL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-210,CE-210-T210N,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,5129C,0,0,CONT  ,TSIO520*     ,O520  ,1,PRIVATE PILOT,1500,15,NULL,NULL
20060101011289I,01-JAN-06,NORFOLK,VA,NORFOLK INTL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CIRRUS,CIRRUS-SR,CIRRUS-SR-22,NULL,INSTRUCTION,GENERAL OPERATING RULES,NONE,319TH,0,0,NULL,NULL,NULL,1,STUDENT,63,61,NULL,NULL
20060102000119I,02-JAN-06,FARMINGTON,NM,FOUR CORNERS RGNL,INCIDENT,NULL,NORMAL CRUISE,RAYTHEON,1900,D,AIR MIDWEST INC,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,174YV,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,2800,1400,NULL,NULL
20060102000279I,02-JAN-06,KAHULUI,HI,KAHULUI,INCIDENT,NULL,TO INITIAL CLIMB (1ST POWER REDUCTION),SHORTS-BOMBARDIER,360,NULL,TRANS EXECUTIVE AIRLINES OF HAWAII,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,UNKNOWN,808TR,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
20060102000509I,02-JAN-06,SALT LAKE CITY,UT,SALT LAKE CITY INTL,INCIDENT,MINOR,FINAL APPROACH,CANADAIR-BOMBARDIER,CHALLENGER,600,SKYWEST AIRLINES INC,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,463SW,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
20060102001459I,02-JAN-06,BIRMINGHAM,AL,BIRMINGHAM-SHUTTLESWORTH INTL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-414,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,1996G,0,0,NULL,NULL,NULL,2,PRIVATE PILOT,5919,209,NULL,NULL
20060102004649I,02-JAN-06,WINSLOW,AZ,WINSLOW-LINDBERGH RGNL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-210,CE-210-K,NULL,OTHER,GENERAL OPERATING RULES,UNKNOWN,242TP,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,817,110,NULL,NULL
20060103000169I,03-JAN-06,GREENWOOD,MI,NULL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-J3C,PA-J3C-65,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,25099,0,0,CONT  ,C8512        ,C85   ,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1100,100,NULL,NULL
20060103001749I,03-JAN-06,GAINESVILLE,FL,GAINESVILLE RGNL,INCIDENT,MINOR,GO ROUND (ABORTED VISUAL FLIGHT RULES),LANCAIR,LC-320,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,21B  ,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,550,38,NULL,NULL
