aids_report_number,local_event_date,event_city,event_state,event_airport,event_type,aircraft_damage,flight_phase,aircraft_make,aircraft_model,aircraft_series,operator,primary_flight_type,flight_conduct_code,flight_plan_filed_code,aircraft_registration_nbr,total_fatalities,total_injuries,aircraft_engine_make,aircraft_engine_model,engine_group_code,nbr_of_engines,pic_certificate_type,pic_flight_time_total_hrs,pic_flight_time_total_make-model,NULL,NULL
19810101001139I,01-JAN-81,ALBUQUERQUE,NM,CORONADO AIRPORT,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-210,CE-210-T210M,NULL,INSTRUCTION,GENERAL OPERATING RULES,NONE,6677B,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,950,100,0,0
19810101004809I,01-JAN-81,LORAIN,OH,LORAIN COUNTY RGNL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),PIPER,PA-60,PA-60-601P,NULL,BUSINESS,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,6070U,0,0,NULL,NULL,NULL,NULL,PRIVATE PILOT,5000,700,0,0
19810101004979I,01-JAN-81,ALBUQUERQUE,NM,ALBUQUERQUE INTL SUNPORT,INCIDENT,MINOR,TAKEOFF GROUND ROLL,BLANCA,BL-17,BL-17-31A,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,6583V,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,NULL,1781,0,0
19810101004989I,01-JAN-81,PALM SPRINGS,CA,NULL,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,CESSNA,CE-152,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,67342,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,1800,500,0,0
19810101005189I,01-JAN-81,BLYTHE,CA,NULL,INCIDENT,MINOR,FORCED LANDING,CESSNA,CE-152,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,69242,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,285,100,0,0
19810101005249I,01-JAN-81,NAPA,CA,NULL,INCIDENT,MINOR,DESCENT,SIDCON,FIREFLY-7,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,40392,0,0,NULL,NULL,NULL,0,PRIVATE PILOT,40,25,0,0
19810101005639I,01-JAN-81,BEVERLY,MA,BEVERLY MUNI,INCIDENT,MINOR,TOUCH AND GO LANDING,PIPER,PA-23,PA-23-250,NULL,INSTRUCTION,GENERAL OPERATING RULES,NONE,6760Y,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,3900,500,0,0
19810101007349I,01-JAN-81,LAKEWAY,TX,LAKEWAY AIRPARK,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-210,NULL,NULL,OTHER,GENERAL OPERATING RULES,NONE,3932Y,0,0,NULL,NULL,NULL,1,NULL,NULL,0,0,0
19810101013489I,01-JAN-81,LONDON,KY,LONDON-CORBIN ARPT-MAGEE FLD,INCIDENT,NULL,LEVEL OFF TOUCHDOWN,MOONEY,M-20,M-20-C,NULL,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,6405U,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,250,35,0,0
19810101022069I,01-JAN-81,PHOENIX,AZ,PLEASANT VALLEY,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",PIPER,PA-25,PA-25-235,NULL,INDUSTRIAL/SPECIAL,GENERAL OPERATING RULES,NONE,6661Z,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,500,200,0,0
