aids_report_number,local_event_date,event_city,event_state,event_airport,event_type,aircraft_damage,flight_phase,aircraft_make,aircraft_model,aircraft_series,operator,primary_flight_type,flight_conduct_code,flight_plan_filed_code,aircraft_registration_nbr,total_fatalities,total_injuries,aircraft_engine_make,aircraft_engine_model,engine_group_code,nbr_of_engines,pic_certificate_type,pic_flight_time_total_hrs,pic_flight_time_total_make-model,NULL,NULL
20090111000309I,11-JAN-09,CHINO,CA,CHINO,INCIDENT,MINOR,LANDING,BEECH,BE-23,BE-23-C24R,NULL,NULL,GENERAL OPERATING RULES,NULL,6698F,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,594,308,NULL,NULL
20090111001059I,11-JAN-09,UPLAND,CA,CABLE,INCIDENT,MINOR,LANDING,AVID,MAGNUM,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,35896,0,0,LYC   ,O290D2       ,O290  ,1,AIRLINE TRANSPORT,33000,475,NULL,NULL
20090111001519I,11-JAN-09,SPARTA,IL,SPARTA COMMUNITY-HUNTER FIELD,INCIDENT,MINOR,LANDING,NORD,1101,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,208ME,0,0,RENAUL,6Q10A        ,NULL,1,COMMERCIAL PILOT,4000,220,NULL,NULL
20090111001809I,11-JAN-09,LAUREL,MD,SUBURBAN,INCIDENT,MINOR,LANDING,PIPER,PA-28,PA-28-180,NULL,NULL,GENERAL OPERATING RULES,UNKNOWN,6538J,0,0,LYC   ,O360A4A      ,O360  ,1,PRIVATE PILOT,307,80,NULL,NULL
20090112000199I,12-JAN-09,REIDSVILLE,NC,ROCKINGHAM COUNTY NC SHILOH,INCIDENT,MINOR,LANDING,MOONEY,M-20,M-20-M,NULL,NULL,GENERAL OPERATING RULES,NULL,486KC,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,6000,1050,NULL,NULL
20090112000409I,12-JAN-09,VIVIAN,LA,VIVIAN,INCIDENT,MINOR,LANDING,BLANCA,BL-17,BL-17-30A,NULL,NULL,ULTRALIGHT VEHICLES,NULL,8810V,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,130,2,NULL,NULL
20090112000639I,12-JAN-09,BATON ROUGE,LA,"BATON ROUGE METROPOLITAN, RYAN FIELD",INCIDENT,MINOR,TAXI,CESSNA,CE-206,CE-206-TU206G,NULL,NULL,GENERAL OPERATING RULES,NULL,422RK,0,0,CONT  ,TSIO520M     ,O520  ,1,COMMERCIAL PILOT,10000,10000,NULL,NULL
20090112000759I,12-JAN-09,LATROBE,PA,NULL,INCIDENT,MINOR,NULL,NAVION,NAV-A,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,4387K,0,0,CONT  ,E185*        ,E185  ,1,PRIVATE PILOT,1500,25,NULL,NULL
20090112001159I,12-JAN-09,CHICAGO,IL,AURORA MUNI,INCIDENT,MINOR,LANDING,LEARJET-BOMBARDIER,LEARJET 55,NULL,R AND M AVIATION INC,NULL,AIR TAXI/COMMUTER,NULL,40DK ,0,0,GARRTT,TFE731*      ,TFE731,2,AIRLINE TRANSPORT,28776,240,NULL,NULL
20090113000079I,13-JAN-09,HAILEY,ID,FRIEDMAN MEMORIAL,INCIDENT,MINOR,GROUND-RAMP,LANCAIR,LC-41,LC-41-550FG,NULL,NULL,GENERAL OPERATING RULES,NULL,504JL,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,1100,500,NULL,NULL
20090113001109I,13-JAN-09,NULL,IL,SOUTHERN ILLINOIS,INCIDENT,MINOR,LANDING,CESSNA,CE-172,CE-172-RG,SOUTHERN ILLINOIS UNIVERSITY SIU,NULL,PILOT SCHOOLS,NULL,9988B,0,0,LYC   ,O360*        ,O360  ,1,NULL,0,0,NULL,NULL
20090113025029I,13-JAN-09,KODIAK,AK,KODIAK,INCIDENT,MINOR,LANDING: APPROACH,BOEING,737,400,ALASKA AIRLINES INC,NULL,AIR CARRIER/COMMERCIAL,NULL,776AS,0,0,CFM IN,CFM56 SERIES ,NULL,NULL,AIRLINE TRANSPORT,0,0,NULL,NULL
20090114000219I,14-JAN-09,SAN ANTONIO,TX,STINSON MUNI,INCIDENT,MINOR,TAXI,MOONEY,M-20,M-20-R,NULL,NULL,GENERAL OPERATING RULES,NULL,197DT,0,0,CONT  ,IO550*       ,O550  ,1,PRIVATE PILOT,1170,0,NULL,NULL
20090114001099I,14-JAN-09,GRAND FORKS,ND,GRAND FORKS INTL,INCIDENT,MINOR,LANDING,PIPER,PA-44,PA-44-180,NULL,NULL,PILOT SCHOOLS,NULL,298ND,0,0,NULL,NULL,NULL,2,NULL,0,0,NULL,NULL
20090114002689I,14-JAN-09,FORT MYERS,FL,PAGE FIELD,INCIDENT,MINOR,LANDING,CESSNA,CE-310,CE-310-N,NULL,NULL,GENERAL OPERATING RULES,UNKNOWN,5097Q,0,0,NULL,NULL,NULL,2,PRIVATE PILOT,2400,14,NULL,NULL
20090114005439I,14-JAN-09,ATLANTA,GA,HARTSFIELD - JACKSON ATLANTA INTL,INCIDENT,NONE,CLIMB,MCDONNELL-DOUGLAS-BOEING,MD-11,NULL,WORLD AIRWAYS INC,NULL,AIR CARRIER/COMMERCIAL,UNKNOWN,272WA,0,0,NULL,NULL,NULL,3,AIRLINE TRANSPORT,12500,0,NULL,NULL
20090115000189I,15-JAN-09,GRAND ISLAND,NE,CENTRAL NEBRASKA RGNL,INCIDENT,NONE,APPROACH,JETSTREAM-BAE SYSTEMS,JETSTREAM 31-S31,NULL,CORPORATE FLIGHT MANAGEMENT INC,NULL,AIR TAXI/COMMUTER,NULL,874CP,0,0,NULL,NULL,NULL,2,NULL,0,0,NULL,NULL
20090115000279I,15-JAN-09,HALF MOON BAY,CA,HALF MOON BAY,INCIDENT,SUBSTANTIAL,LANDING,GLOBE,GC-1,GC-1-B,NULL,NULL,GENERAL OPERATING RULES,NULL,3242K,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,350,40,NULL,NULL
20090115001739I,15-JAN-09,ALBANY,NY,ALBANY INTL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,RAYTHEON,1900,D,AIR GEORGIAN LTD,NULL,AIR CARRIER/COMMERCIAL,UNKNOWN,CGZGA,0,0,PWA   ,PT6A67D      ,PT6   ,2,AIRLINE TRANSPORT,0,0,NULL,NULL
20090116002139I,16-JAN-09,IMPERIAL,CA,IMPERIAL COUNTY,INCIDENT,MINOR,LANDING,BEECH,BE-23,BE-23-A24R,NULL,NULL,GENERAL OPERATING RULES,UNKNOWN,24668,0,0,LYC   ,IO360A1D     ,O360  ,1,COMMERCIAL PILOT,2300,1800,NULL,NULL
20090116002699I,16-JAN-09,MIAMI,FL,KENDALL-TAMIAMI EXECUTIVE,INCIDENT,MINOR,LANDING,PIPER,PA-23,PA-23-250,NULL,NULL,GENERAL OPERATING RULES,UNKNOWN,2568M,0,0,LYC   ,TIO540C1A    ,O540  ,2,COMMERCIAL PILOT,1842,800,NULL,NULL
20090116024999I,16-JAN-09,HUSLIA,AK,HUSLIA,INCIDENT,MINOR,LANDING: TOUCHDOWN,RAYTHEON,1900,C-1,FRONTIER FLYING SERVICE INC,NULL,AIR CARRIER/COMMERCIAL,NULL,575Q ,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,28100,10575,NULL,NULL
20090117000119I,17-JAN-09,GUERNSEY,WY,CAMP GUERNSEY,INCIDENT,MINOR,LANDING,QAC,QUICKIE,Q2,NULL,NULL,GENERAL OPERATING RULES,NULL,131PS,0,0,NULL,NULL,NULL,NULL,PRIVATE PILOT,700,610,NULL,NULL
20090117000259I,17-JAN-09,CORONA,CA,CORONA MUNI,INCIDENT,MINOR,LANDING,MOONEY,M-20,M-20-J,NULL,NULL,GENERAL OPERATING RULES,NULL,232JT,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,0,1500,NULL,NULL
20090117000649I,17-JAN-09,LINCOLN,NE,LINCOLN,INCIDENT,MINOR,LANDING,BEECH,BE-58,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,1094G,0,0,CONT  ,IO550*       ,O550  ,2,PRIVATE PILOT,3000,700,NULL,NULL
20090117000769I,17-JAN-09,FORREST CITY,AR,NULL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,SNIAS,AS-350,AS-350-B2,METRO AVIATION INC,NULL,AIR TAXI/COMMUTER,NULL,350BH,0,1,NULL,NULL,NULL,1,COMMERCIAL PILOT,3500,125,NULL,NULL
20090117001319I,17-JAN-09,ELKO,NV,ELKO RGNL,INCIDENT,MINOR,LANDING,BEARHAWK,BEARHAWK,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,594CB,0,0,NULL,NULL,NULL,NULL,PRIVATE PILOT,1138,120,NULL,NULL
20090117002939I,17-JAN-09,FORT LAUDERDALE,FL,NULL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,DIAMOND,DIAMOND-20,DIAMOND-20-C1,NULL,NULL,GENERAL OPERATING RULES,UNKNOWN,129PA,0,0,NULL,NULL,NULL,1,NULL,0,0,NULL,NULL
20090117002949I,17-JAN-09,OKEECHOBEE,FL,OKEECHOBEE COUNTY,INCIDENT,MINOR,LANDING,PIPER,PA-J3C,PA-J3C-65,NULL,NULL,GENERAL OPERATING RULES,UNKNOWN,87881,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,200,15,NULL,NULL
20090118002929I,18-JAN-09,DESTIN,FL,DESTIN-FORT WALTON BEACH,INCIDENT,MINOR,LANDING,PIPER,PA-32,PA-32-RT300T,NULL,NULL,GENERAL OPERATING RULES,UNKNOWN,3025N,0,0,LYC   ,IO540*       ,O540  ,1,COMMERCIAL PILOT,6000,150,NULL,NULL
20090118024979I,18-JAN-09,ATQASUK,AK,ATQASUK EDWARD BURNELL SR MEMORIAL,INCIDENT,MINOR,LANDING: ROLLOUT,DOUG,DC-6,NULL,TATONDUK OUTFITTERS LTD,NULL,AIR CARRIER/COMMERCIAL,NULL,888DG,0,0,PRATT ,R2800        ,R2800 ,NULL,AIRLINE TRANSPORT,14000,6520,NULL,NULL
20090120002899I,20-JAN-09,NULL,AL,NULL,INCIDENT,NONE,DESCENT,CESSNA,CE-172,CE-172-P,NULL,NULL,GENERAL OPERATING RULES,UNKNOWN,98251,0,0,LYC   ,O360*        ,O360  ,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,12000,6000,NULL,NULL
20090120002909I,20-JAN-09,NAPLES,FL,NAPLES MUNI,INCIDENT,NONE,TAKEOFF,PIPER,PA-31,PA-31-T2,NULL,NULL,GENERAL OPERATING RULES,UNKNOWN,804C ,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,16000,800,NULL,NULL
20090120002919I,20-JAN-09,FORT MYERS,FL,PAGE FIELD,INCIDENT,MINOR,TAXI,CESSNA,CE-172,CE-172-S,NULL,NULL,GENERAL OPERATING RULES,UNKNOWN,2142T,0,0,LYC   ,IO360LYC*    ,O360  ,1,PRIVATE PILOT,400,400,NULL,NULL
20090120013279I,20-JAN-09,ATLANTA,GA,HARTSFIELD - JACKSON ATLANTA INTL,INCIDENT,SUBSTANTIAL,OTHER-SPECIFY,HUGHES,HU-369,HU-369-E,ATLANTA POLICE DEPARTMENT,NULL,GENERAL OPERATING RULES,UNKNOWN,369PD,0,0,ALLSN ,250C20B      ,250C  ,1,COMMERCIAL PILOT,986,720,NULL,NULL
20090121000129I,21-JAN-09,GRAND PRAIRIE,TX,GRAND PRAIRIE MUNI,INCIDENT,MINOR,LANDING,CESSNA,CE-172,CE-172-S,NULL,NULL,GENERAL OPERATING RULES,NULL,2479M,0,0,NULL,NULL,NULL,1,STUDENT,25,25,NULL,NULL
20090121000249I,21-JAN-09,SACRAMENTO,CA,SACRAMENTO EXECUTIVE,INCIDENT,MINOR,LANDING,MOONEY,M-20,M-20-K,NULL,NULL,GENERAL OPERATING RULES,NULL,231P ,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,0,0,NULL,NULL
20090121000469I,21-JAN-09,LA VETA,CO,CUCHARA VALLEY AT LA VETA,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,PIPER,PA-28,PA-28-180,NULL,NULL,GENERAL OPERATING RULES,NULL,9316J,0,0,LYC   ,O360A3A      ,O360  ,1,AIRLINE TRANSPORT,5200,650,NULL,NULL
20090121001759I,21-JAN-09,BLAINE,NC,NULL,INCIDENT,MINOR,LANDING,CESSNA,CE-150,CE-150-G,NULL,NULL,GENERAL OPERATING RULES,UNKNOWN,2246J,0,0,CONT  ,O200A        ,O200  ,1,PRIVATE PILOT,210,208,NULL,NULL
20090121002889I,21-JAN-09,MOBILE,AL,MOBILE DOWNTOWN,INCIDENT,MINOR,LANDING,CESSNA,CE-172,CE-172-S,NULL,NULL,GENERAL OPERATING RULES,UNKNOWN,1092A,0,0,LYC   ,IO360LYC*    ,O360  ,1,STUDENT,19,19,NULL,NULL
20090122000459I,22-JAN-09,NAPLES,FL,NAPLES MUNI,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,CESSNA,CE-402,CE-402-C,HYANNIS AIR SERVICE INC,NULL,AIR TAXI/COMMUTER,NULL,2615G,0,0,CONT  ,TSIO520*     ,O520  ,2,AIRLINE TRANSPORT,25000,20000,NULL,NULL
20090122000519I,22-JAN-09,SEATTLE,WA,BOEING FIELD/KING COUNTY INTL,INCIDENT,MINOR,LANDING,CESSNA,CE-337,CE-337-T337G,NULL,NULL,GENERAL OPERATING RULES,NULL,1ZK  ,0,0,NULL,NULL,NULL,2,PRIVATE PILOT,0,0,NULL,NULL
20090122001619I,22-JAN-09,GALESBURG,IL,NULL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,QUAD CITY,CHALLENGER II,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,815A ,0,0,ROTAX ,ROTAX503     ,503   ,1,NULL,0,0,NULL,NULL
20090122002869I,22-JAN-09,BESSEMER,AL,BESSEMER,INCIDENT,MINOR,LANDING,DOUG,AD-4N,NULL,NULL,NULL,GENERAL OPERATING RULES,UNKNOWN,121CH,0,0,NULL,PW3350*      ,NULL,NULL,PRIVATE PILOT,2500,15,NULL,NULL
20090122002879I,22-JAN-09,MACON,GA,MIDDLE GEORGIA RGNL,INCIDENT,MINOR,LANDING,PIPER,PA-32,PA-32-R300,RAM AIR FREIGHT INC,NULL,AIR TAXI/COMMUTER,UNKNOWN,6291J,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,2182,782,NULL,NULL
20090123000209I,23-JAN-09,BOSTON,MA,GENERAL EDWARD LAWRENCE LOGAN INTL,INCIDENT,MINOR,OTHER-SPECIFY,SHORTS-BOMBARDIER,360,NULL,EXTRAORDINAIR AVIATION AND CHARTER INC,NULL,AIR TAXI/COMMUTER,NULL,972AA,0,0,PWA   ,PT6A67R      ,PT6   ,2,NULL,0,0,NULL,NULL
20090123000389I,23-JAN-09,SAN DIEGO,CA,GILLESPIE FIELD,INCIDENT,MINOR,TAKEOFF,PIPER,PA-34,PA-34-200,CALIFORNIA WINGS INC,NULL,GENERAL OPERATING RULES,NULL,28HE ,0,0,LYC   ,IO360LYC*    ,O360  ,2,NULL,3300,300,NULL,NULL
20090123002859I,23-JAN-09,DAYTONA BEACH,FL,DAYTONA BEACH INTL,INCIDENT,MINOR,LANDING,CESSNA,CE-310,CE-310-Q,NULL,NULL,GENERAL OPERATING RULES,UNKNOWN,721SJ,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,7000,70,NULL,NULL
20090124002639I,24-JAN-09,IOLA,KS,ALLEN COUNTY,INCIDENT,MINOR,LANDING,PIPER,PA-28,PA-28-140,NULL,NULL,GENERAL OPERATING RULES,UNKNOWN,56694,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,317,330,NULL,NULL
20090124024989I,24-JAN-09,UNALASKA,AK,UNALASKA,INCIDENT,MINOR,LANDING: ROLLOUT,GRUMAV,G-21,G-21-A,PENINSULA AIRWAYS INC,NULL,AIR TAXI/COMMUTER,NULL,985R ,0,0,NULL,NULL,NULL,NULL,AIRLINE TRANSPORT,11400,2100,NULL,NULL
20090125000809I,25-JAN-09,CHEYENNE,WY,CHEYENNE RGNL/JERRY OLSON FIELD,INCIDENT,MINOR,LANDING,RAYTHEON,1900,D,GREAT LAKES AVIATION LTD,NULL,AIR CARRIER/COMMERCIAL,NULL,202UX,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,1700,1200,NULL,NULL
20090125001029I,25-JAN-09,TUCSON,AZ,RYAN FIELD,INCIDENT,MINOR,LANDING,BEECH,BE-19,BE-19-B,NULL,NULL,GENERAL OPERATING RULES,NULL,24006,0,0,NULL,NULL,NULL,1,STUDENT,100,90,NULL,NULL
20090125002849I,25-JAN-09,ATLANTA,GA,ATLANTA RGNL FALCON FIELD,INCIDENT,MINOR,LANDING,CESSNA,CE-335,NULL,NULL,NULL,GENERAL OPERATING RULES,UNKNOWN,918AA,0,0,CONT  ,TSIO520*     ,O520  ,2,AIRLINE TRANSPORT,8700,6,NULL,NULL
20090126003659I,26-JAN-09,BOULDER CITY,NV,BOULDER CITY MUNI,INCIDENT,MINOR,TAXI,CESSNA,CE-208,NULL,NULL,NULL,PARACHUTE JUMPING,UNKNOWN,9727F,0,0,PWA   ,PT6A114H     ,PT6   ,1,AIRLINE TRANSPORT,13700,1500,NULL,NULL
20090127000569I,27-JAN-09,NULL,MI,NULL,INCIDENT,MINOR,LANDING,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,NONE ,0,0,NULL,NULL,NULL,NULL,PILOT NOT CERTIFICATED,0,0,NULL,NULL
20090127002839I,27-JAN-09,LAWRENCEVILLE,GA,GWINNETT COUNTY - BRISCOE FIELD,INCIDENT,MINOR,LANDING,LEARJET-BOMBARDIER,LEARJET 35,A,MED AIR LLC,NULL,GENERAL OPERATING RULES,UNKNOWN,40PK ,0,0,GARRTT,TFE731*      ,TFE731,2,AIRLINE TRANSPORT,4500,3000,NULL,NULL
20090127015799I,27-JAN-09,SAN FRANCISCO,CA,SAN FRANCISCO INTL,INCIDENT,MINOR,TAKEOFF,PIPER,PA-31,PA-31-T,AMERICAN MEDFLIGHT INC,NULL,GENERAL OPERATING RULES,UNKNOWN,775MF,0,0,PWA   ,PT6*         ,PT6   ,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,7600,200,NULL,NULL
20090128002829I,28-JAN-09,ORLANDO,FL,ORLANDO SANFORD INTL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,VANS,RV-6,RV-6-A,NULL,NULL,GENERAL OPERATING RULES,UNKNOWN,56SE ,0,0,NULL,IO360A1D     ,NULL,1,AIRLINE TRANSPORT,2175,100,NULL,NULL
20090129003169I,29-JAN-09,HONOLULU,HI,HONOLULU INTL,INCIDENT,MINOR,TAXI,BEECH,BE-36,BE-36-A36,NULL,NULL,GENERAL OPERATING RULES,UNKNOWN,3115W,0,0,CONT  ,IO520*       ,O520  ,1,PRIVATE PILOT,1600,1500,NULL,NULL
20090130000539I,30-JAN-09,LOUISVILLE,KY,BOWMAN FIELD,INCIDENT,MINOR,LANDING,PIPER,PA-46,PA-46-350P,NULL,NULL,GENERAL OPERATING RULES,NULL,921GG,0,0,PWA   ,PT6A34       ,PT6   ,1,COMMERCIAL PILOT,1154,50,NULL,NULL
20090130000559I,30-JAN-09,PLYMOUTH,MA,PLYMOUTH MUNI,INCIDENT,MINOR,LANDING,PIPER,PA-28R,PA-28R-200,NULL,NULL,GENERAL OPERATING RULES,NULL,4354T,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,270,20,NULL,NULL
