aids_report_number,local_event_date,event_city,event_state,event_airport,event_type,aircraft_damage,flight_phase,aircraft_make,aircraft_model,aircraft_series,operator,primary_flight_type,flight_conduct_code,flight_plan_filed_code,aircraft_registration_nbr,total_fatalities,total_injuries,aircraft_engine_make,aircraft_engine_model,engine_group_code,nbr_of_engines,pic_certificate_type,pic_flight_time_total_hrs,pic_flight_time_total_make-model,NULL,NULL
19820101000339I,01-JAN-82,KEY LARGO,FL,SUNRAY,INCIDENT,MINOR,ROLL-OUT (FIXED WING),PIPER,PA-28,PA-28-161,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,8075X,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,388,0,0,0
19820101001879I,01-JAN-82,PLYMOUTH,MI,CANTON-PLYMOUTH-METTETAL,INCIDENT,NULL,CLIMB,CESSNA,CE-172,CE-172-A,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,7601T,0,0,CONT  ,O300A        ,O300  ,1,PRIVATE PILOT,103,60,50,50
19820101002119I,01-JAN-82,WICHITA,KS,WICHITA MID-CONTINENT,INCIDENT,MINOR,ROLL-OUT (FIXED WING),PIPER,PA-34,PA-34-200T,NULL,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,1095H,0,0,CONT  ,TSIO360E     ,O360  ,2,COMMERCIAL PILOT,1520,123,5,5
19820101002979I,01-JAN-82,EUSTIS,FL,NULL,INCIDENT,NULL,NORMAL CRUISE,BEECH,BE-18,BE-18-G18S,NULL,OTHER,PARACHUTE JUMPING,NONE,9374Y,1,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,24000,450,15,15
19820101003869I,01-JAN-82,PAGOSA SPRINGS,CO,SAN LUIS VALLEY RGNL/BERGMAN FIELD,INCIDENT,MINOR,FCD/PREC LDG FROM CRUISE,BELL,BHT-206,BHT-206-B,NULL,INDUSTRIAL/SPECIAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,3887Z,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,4000,600,100,100
19820101005359I,01-JAN-82,SAINT PAUL,MN,LAKE ELMO,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-22,PA-22-135,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,2330A,0,0,LYC   ,O290D        ,O290  ,1,STUDENT,20,20,5,5
19820101085449I,01-JAN-82,OKLAHOMA CITY,OK,WILL ROGERS WORLD,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",BEECH,BE-90,BE-90-F90,NULL,EXECUTIVE,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,1837V,0,0,PWA   ,PT6A15AG     ,PT6   ,2,AIRLINE TRANSPORT,4400,127,127,127
19820102003319I,02-JAN-82,RICHMOND,VA,RICHMOND INTL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-150,CE-150-L,NULL,INSTRUCTION,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,10953,0,0,CONT  ,O200A        ,O200  ,1,STUDENT,35,35,0,0
19820102003359I,02-JAN-82,HUTCHINSON,KS,HUTCHINSON MUNI,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CE-210,CE-210-N,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,6616N,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,525,130,20,20
19820102003639I,02-JAN-82,CHICAGO,IL,CHICAGO O'HARE INTL,INCIDENT,NULL,NORMAL CRUISE,MCDONNELL-DOUGLAS-BOEING,DC-10,NULL,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,101AA,0,0,GE    ,CF6*         ,CF6   ,3,AIRLINE TRANSPORT,NULL,0,0,0
