aids_report_number,local_event_date,event_city,event_state,event_airport,event_type,aircraft_damage,flight_phase,aircraft_make,aircraft_model,aircraft_series,operator,primary_flight_type,flight_conduct_code,flight_plan_filed_code,aircraft_registration_nbr,total_fatalities,total_injuries,aircraft_engine_make,aircraft_engine_model,engine_group_code,nbr_of_engines,pic_certificate_type,pic_flight_time_total_hrs,pic_flight_time_total_make-model,NULL,NULL
20030101000119I,01-JAN-03,PITTSBURGH,PA,PITTSBURGH INTL,INCIDENT,NULL,DESCENT,DE HAVILLAND-BOMBARDIER,DASH 8,100,ALLEGHENY AIRLINES INC,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,804EX,0,0,PWA   ,PW120        ,120   ,2,NULL,NULL,NULL,NULL,NULL
20030101000729I,01-JAN-03,FAIRBANKS,AK,FAIRBANKS INTL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",CESSNA,CE-172,CE-172-S,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,354FW,0,0,CONT  ,IO360*       ,IO360 ,1,PRIVATE PILOT,161,32,NULL,NULL
20030102000299I,02-JAN-03,SHREVEPORT,LA,NULL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CE-120,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,2481N,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,200,150,NULL,NULL
20030102006879I,02-JAN-03,SPRINGFIELD,IL,ABRAHAM LINCOLN CAPITAL,INCIDENT,NULL,TAKEOFF GROUND ROLL,BEECH,BE-300,BE-300-B300,ILLINOIS DEPT OF TRANSPORTATION-DIV OF AERONAUTICS,EXECUTIVE,GENERAL OPERATING RULES,UNKNOWN,961LL,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,7397,1357,NULL,NULL
20030102014039I,02-JAN-03,NASHVILLE,TN,NASHVILLE INTL,INCIDENT,NULL,FINAL APPROACH,BOEING,737,500,SOUTHWEST AIRLINES CO,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,515SW,0,0,GE    ,CFM56*       ,CFM56 ,2,NULL,NULL,NULL,NULL,NULL
20030102019219I,02-JAN-03,BAY SAINT LOUIS,MS,STENNIS INTL,INCIDENT,MINOR,NORMAL CRUISE,ROBSIN,R-22,R-22-BETA,VORTEX HELICOPTERS INC,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,2624N,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,13000,13000,NULL,NULL
20030103000019I,03-JAN-03,RIALTO,CA,RIALTO MUNI /MIRO FLD/,INCIDENT,SUBSTANTIAL,LEVEL OFF TOUCHDOWN,PIPER,PA-34,PA-34-200,NULL,OTHER,GENERAL OPERATING RULES,UNKNOWN,41298,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,560,10,NULL,NULL
20030103000039I,03-JAN-03,LAS VEGAS,NV,HENDERSON EXECUTIVE,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CE-310,CE-310-J,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,3081L,0,0,NULL,NULL,NULL,2,PRIVATE PILOT,1500,44,NULL,NULL
20030103000149I,03-JAN-03,TUCSON,AZ,TUCSON INTL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",CESSNA,CE-172,CE-172-H,NULL,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,1402F,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,2200,1500,NULL,NULL
20030103000419I,03-JAN-03,PENSACOLA,FL,PENSACOLA GULF COAST RGNL,INCIDENT,MINOR,TOUCH AND GO LANDING,PIPER,PA-44,PA-44-180,NULL,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,2088K,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
20030103000429I,03-JAN-03,KANSAS CITY,MO,CHARLES B. WHEELER DOWNTOWN,INCIDENT,NULL,TO INITIAL CLIMB (1ST POWER REDUCTION),CESSNA,CE-210,CE-210-L,FLIGHT EXPRESS INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,UNKNOWN,29209,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,2200,800,NULL,NULL
20030103006749I,03-JAN-03,TITUSVILLE,FL,SPACE COAST RGNL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-337,CE-337-T337H,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,817AS,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,3800,220,NULL,NULL
20030103010149I,03-JAN-03,NULL,NULL,NULL,INCIDENT,NULL,NORMAL CRUISE,CESSNA,CE-175,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,9266B,0,0,FRNKLN,6A350C2      ,6AV350,1,PRIVATE PILOT,136,5,NULL,NULL
20030104000319I,04-JAN-03,LOS LUNAS,NM,MID VALLEY AIRPARK,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-28R,PA-28R-180,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,4981J,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,NULL,NULL,NULL,NULL
20030104000889I,04-JAN-03,DENVER,CO,CENTENNIAL,INCIDENT,NULL,ROLL-OUT (FIXED WING),CESSNA,CE-172,CE-172-R,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,403FR,0,0,NULL,NULL,NULL,1,STUDENT,82,82,NULL,NULL
20030104000979I,04-JAN-03,DENVER,CO,CENTENNIAL,INCIDENT,MINOR,FORCED/PRECAUTIONARY LANDING,CESSNA,CE-182,CE-182-TR,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,756RR,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,420,200,NULL,NULL
20030104006349I,04-JAN-03,DETROIT,MI,DETROIT METROPOLITAN WAYNE COUNTY,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",MCDONNELL-DOUGLAS-BOEING,DC-9,51,NORTHWEST AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,786NC,0,1,PWA   ,JT8D17       ,JT8   ,2,NULL,NULL,NULL,NULL,NULL
20030104006699I,04-JAN-03,NORTH MYRTLE BEACH,SC,GRAND STRAND,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-24,PA-24-250,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,6404P,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,4650,550,NULL,NULL
20030105000059I,05-JAN-03,CRESWELL,OR,NULL,INCIDENT,NULL,PARACHUTE JUMPING,CESSNA,CE-208,CE-208-B,NULL,OTHER,PARACHUTE JUMPING,NONE,9793B,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,929,102,NULL,NULL
