aids_report_number,local_event_date,event_city,event_state,event_airport,event_type,aircraft_damage,flight_phase,aircraft_make,aircraft_model,aircraft_series,operator,primary_flight_type,flight_conduct_code,flight_plan_filed_code,aircraft_registration_nbr,total_fatalities,total_injuries,aircraft_engine_make,aircraft_engine_model,engine_group_code,nbr_of_engines,pic_certificate_type,pic_flight_time_total_hrs,pic_flight_time_total_make-model,NULL,NULL
19930101000709I,01-JAN-93,TULSA,OK,TULSA INTL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),PIPER,PA-28R,PA-28R-200,NULL,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,3906X,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1500,10,0,0
19930101000999I,01-JAN-93,KANSAS CITY,MO,KANSAS CITY INTL,INCIDENT,MINOR,FORCED/PRECAUTIONARY LANDING,BOEING,727,200,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,7276U,0,0,PWA   ,JT8D15       ,JT8   ,3,AIRLINE TRANSPORT,5230,3748,130,130
19930101001009I,01-JAN-93,FLORENCE,AL,NULL,INCIDENT,MINOR,FORCED/PRECAUTIONARY LANDING,CESSNA,CE-175,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,6508E,0,0,CONT  ,GO300A       ,O300  ,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1540,10,1,1
19930101002769I,01-JAN-93,WALLA WALLA,WA,WALLA WALLA RGNL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",SWEARINGEN-FAIRCHILD,SA-227,SA-227-AC,HORIZON AIR INDUSTRIES INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,377PH,0,0,GARRTT,TPE331*      ,TPE331,2,AIRLINE TRANSPORT,8000,2000,180,180
19930101003699I,01-JAN-93,OKLAHOMA CITY,OK,WILL ROGERS WORLD,INCIDENT,NULL,"GROUND TAXI, OTHER AIRPLANE",BOEING,737,NULL,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,1726 ,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,2673,252,146,146
19930101006509I,01-JAN-93,NULL,LA,NULL,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,BOLKMS,BO-105,BO-105-S,ERA AVIATION INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,NONE,152EH,0,0,ALLSN ,250C20B      ,250C  ,2,AIRLINE TRANSPORT,3800,790,117,117
19930101008249I,01-JAN-93,OKLAHOMA CITY,OK,WILL ROGERS WORLD,INCIDENT,NULL,"GROUND TAXI, OTHER AIRPLANE",BOEING,737,300,CONTINENTAL AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,14337,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,25000,6000,239,239
19930102001499I,02-JAN-93,SUFFOLK,VA,SUFFOLK EXECUTIVE,INCIDENT,MINOR,ROLL-OUT (FIXED WING),MAULE,M-5,M-5-180C,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,56575,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,NULL,NULL,NULL,NULL
19930102002129I,02-JAN-93,DENVER,CO,DENVER INTL,INCIDENT,MINOR,FORCED/PRECAUTIONARY LANDING,MCDONNELL-DOUGLAS-BOEING,DC-9,15,MIDWEST AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,300ME,0,0,PWA   ,JT8*         ,JT8   ,2,AIRLINE TRANSPORT,9500,5500,200,200
19930102003329I,02-JAN-93,BUFFALO,NY,BUFFALO NIAGARA INTL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-39,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,8945Y,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,1800,700,25,25
19930102004829I,02-JAN-93,SALT LAKE CITY,UT,SALT LAKE CITY INTL,INCIDENT,NULL,"GROUND TAXI, OTHER AIRPLANE",PIPER,PA-28,PA-28-180,NULL,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,8206W,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,2000,1600,20,20
